case,label,role,river,block,outcome,unit,upstream,downstream,spec,note,cut,n,n_pre,n_post,first_day,last_day,up_pre,up_post,down_pre,down_post,gap_pre,gap_post,up_change,down_change,did_raw,did,se,t,p,ci_lo,ci_hi,r2
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3631,1674,1957,2006-08-06,2016-08-05,9.608124253285544,10.719877363311191,10.61810035842294,11.652324987225345,1.0099761051373954,0.9324476239141544,1.1117531100256475,1.0342246288024057,-0.07752848122324107,-0.16988437004099827,0.059864504801849565,-2.8378146717042507,0.004542354832766128,-0.28721664340494857,-0.052552096677047994,0.638943225959686
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3486,1674,1812,2006-08-06,2016-08-05,9.608124253285544,10.481291390728476,10.61810035842294,11.359326710816775,1.0099761051373954,0.8780353200883002,0.8731671374429322,0.741226352393836,-0.13194078504909523,-0.17961196670567206,0.061103134012125866,-2.9394886139560077,0.0032875434949193563,-0.2993719087119632,-0.059852024699380946,0.6411534475161841
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2902,1454,1448,2006-08-06,2016-08-05,9.903645116918844,10.53743093922652,10.992228335625859,11.33432320441989,1.088583218707015,0.7968922651933702,0.6337858223076758,0.3420948687940317,-0.2916909535136448,-0.28908559230129843,0.061432936003915174,-4.705710179355171,2.5298371010283656e-06,-0.40949193433352615,-0.1686792502690707,0.6560833800484187
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1674,729,945,2006-08-06,2011-03-13,10.10548696844993,9.224444444444442,11.33991769547325,10.06126984126984,1.2344307270233195,0.8368253968253968,-0.8810425240054887,-1.2786478542034097,-0.39760533019792266,-0.30390235632330265,0.06905478138919147,-4.400887964737946,1.0780878172025514e-05,-0.43924724080640476,-0.16855747184020056,0.6777786929989862
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1198,603,595,2006-08-06,2016-08-05,15.379767827529022,16.325042016806723,17.192868988391375,17.9181512605042,1.8131011608623548,1.593109243697479,0.9452741892777006,0.7252822721128247,-0.21999191716487587,-0.2201614754885461,0.10890783479382653,-2.0215393677170597,0.043223961365146994,-0.43361690931868424,-0.0067060416584079074,0.15995155157862984
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,winter,nur Oktober–Mai,2011-08-06,2433,1216,1217,2006-10-01,2016-05-31,7.234128289473685,7.624239934264586,7.917680921052631,8.152670501232539,0.6835526315789473,0.5284305669679539,0.39011164479090077,0.23498958017990734,-0.15512206461099343,-0.1546656829397938,0.06767778954148816,-2.285324092108237,0.022293831281301007,-0.2873117129943921,-0.022019652885195473,0.5643359047205175
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3573,1805,1768,2006-08-06,2016-08-05,13.435401662049863,13.757013574660634,12.57207756232687,13.186255656108594,-0.8633240997229918,-0.5707579185520362,0.3216119126107717,0.6141780937817245,0.2925661811709557,0.29555599608275107,0.09673682225314824,3.055258475509127,0.0022486663571873997,0.10595530848772769,0.4851566836777744,0.47728095415707217
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3573,1805,1768,2006-08-06,2016-08-05,13.435401662049863,13.757013574660634,12.57207756232687,13.186255656108594,-0.8633240997229918,-0.5707579185520362,0.3216119126107717,0.6141780937817245,0.2925661811709557,0.2925661811709509,0.16410648621709176,1.7827825573202725,0.07462170620875103,-0.02907662144396772,0.6142089837858695,0.01931665189015952
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3573,1660,1913,2006-08-06,2016-08-05,13.047168674698796,14.069524307370623,12.156144578313256,13.500627286983793,-0.8910240963855423,-0.568897020386827,1.022355632671827,1.3444827086705367,0.32212707599871526,0.21388231906144445,0.09867846942712039,2.167466928734729,0.030199268741257054,0.020476072934751677,0.4072885651881372,0.46775380951583323
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3428,1660,1768,2006-08-06,2016-08-05,13.047168674698796,13.757013574660634,12.156144578313256,13.186255656108594,-0.8910240963855423,-0.5707579185520362,0.7098448999618387,1.030111077795338,0.3202661778335061,0.2602283929835554,0.09905266856091843,2.627171955730927,0.008609781317485013,0.06608873003157234,0.4543680559355384,0.4891073779830013
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2845,1442,1403,2006-08-06,2016-08-05,13.367961165048545,13.813399857448326,12.525728155339804,13.12687099073414,-0.8422330097087378,-0.6865288667141839,0.4454386923997813,0.6011428353943362,0.15570414299455393,0.15866746838976484,0.09925004007588087,1.598664023394417,0.10989527557739003,-0.03585903562311868,0.3531939724026484,0.48261111670367307
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1660,722,938,2006-08-06,2011-03-13,13.607617728531856,12.615778251599146,12.903185595567868,11.581130063965885,-0.704432132963989,-1.0346481876332623,-0.9918394769327108,-1.3220555316019826,-0.3302160546692733,-0.24458027725374612,0.11329013017933602,-2.158884245843662,0.030859148387542546,-0.466624852209099,-0.022535702298393273,0.4353256058260604
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1200,602,598,2006-08-06,2016-08-05,19.9812292358804,20.598662207357858,19.096677740863786,20.062709030100333,-0.8845514950166113,-0.535953177257525,0.6174329714774593,0.9660312892365468,0.34859831775908634,0.3633862486702154,0.19455657440000637,1.867766482787145,0.06179462721708986,-0.017937630109284564,0.7447101274497154,0.2639708439049584
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),temperature,°C,Karlsruhe (Rhein),Besigheim,winter,nur Oktober–Mai,2011-08-06,2373,1203,1170,2006-10-01,2016-05-31,10.159767248545304,10.26017094017094,9.307065669160432,9.67162393162393,-0.8527015793848711,-0.5885470085470085,0.10040369162563678,0.36455826246349865,0.26415457083786265,0.26124395421408947,0.09907327380710307,2.6368761642290615,0.008367337133246786,0.06706390572169196,0.455424002706487,0.5791547223633482
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3494,1768,1726,2006-08-06,2016-08-05,10.126300904977377,10.216859791425263,9.56544117647059,9.767612977983775,-0.5608597285067873,-0.4492468134414832,0.09055888644788546,0.20217180151318637,0.11161291506530413,0.10910869154833733,0.23908713314516322,0.45635534674336203,0.648134470230095,-0.3594934785831152,0.5777108616797899,0.1184703545505853
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3494,1768,1726,2006-08-06,2016-08-05,10.126300904977377,10.216859791425263,9.56544117647059,9.767612977983775,-0.5608597285067873,-0.4492468134414832,0.09055888644788546,0.20217180151318637,0.11161291506530413,0.11161291506530166,0.26295158258886514,0.42446184946455606,0.6712290225770687,-0.4037627164866835,0.6269885466172869,0.0009327749383315487
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3494,1623,1871,2006-08-06,2016-08-05,10.212014787430682,10.135489043292358,9.451509550215649,9.850774986638163,-0.760505237215034,-0.2847140566541955,-0.07652574413832447,0.3992654364225139,0.4757911805608385,0.4638156817107746,0.21594858291786564,2.147806090893327,0.031729162961592734,0.04056423667929637,0.8870671267422527,0.13341233937336128
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3349,1623,1726,2006-08-06,2016-08-05,10.212014787430682,10.216859791425263,9.451509550215649,9.767612977983775,-0.760505237215034,-0.4492468134414832,0.00484500399458021,0.3161034277681267,0.31125842377355084,0.3184883562288419,0.18815020045782288,1.6927346101883989,0.09050599424235309,-0.050279260352482535,0.6872559728101664,0.11282531866495393
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2782,1419,1363,2006-08-06,2016-08-05,10.157011980267793,10.207703595011006,9.337138830162086,10.02259721203228,-0.8198731501057083,-0.1851063829787234,0.050691614743213265,0.6854583818701947,0.6347667671269849,0.6420901210953666,0.19693736697919922,3.260377301394432,0.0011126409596181328,0.2560999746059884,1.0280802675847447,0.11427716409659627
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1623,706,917,2006-08-06,2011-03-13,10.094334277620398,10.302617230098146,9.245750708215297,9.609923664122137,-0.8485835694050994,-0.6926935659760087,0.20828295247774875,0.36417295590683985,0.15589000342909065,0.16053407266889838,0.17466413499824268,0.919101524022167,0.35804247220071206,-0.18180134131849926,0.502869486656296,0.3685585299845271
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1174,592,582,2006-08-06,2016-08-05,8.70793918918919,8.646391752577319,6.857094594594596,8.053780068728523,-1.8508445945945946,-0.5926116838487973,-0.06154743661187112,1.1966854741339272,1.2582329107457975,1.2554784286293368,0.37937399402160543,3.3093423598187837,0.0009351541044276803,0.5119190636758764,1.9990377935827972,0.12854858486142573
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),oxygen,mg/l,Karlsruhe (Rhein),Besigheim,winter,nur Oktober–Mai,2011-08-06,2320,1176,1144,2006-10-01,2016-05-31,10.840306122448979,11.015821678321677,10.928826530612245,10.63951048951049,0.08852040816326533,-0.3763111888111887,0.17551555587269796,-0.28931604110175435,-0.46483159697445403,-0.4710712669545427,0.28063845752466104,-1.6785698977594594,0.09323589733735906,-1.0211125363797522,0.07897000247066666,0.07979397055308735
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3484,1767,1717,2006-08-06,2016-08-05,95.54822297542127,97.01769161809821,87.67627593429201,91.51467021345559,-7.871947041129274,-5.503021404642633,1.4694686426769437,3.8383942791635803,2.368925636486641,2.2920130497720135,2.470343116714794,0.9278116202821517,0.35350529523878294,-2.5497704884454095,7.133796587989437,0.15166112337850257
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3484,1767,1717,2006-08-06,2016-08-05,95.54822297542127,97.01769161809821,87.67627593429201,91.51467021345559,-7.871947041129274,-5.503021404642633,1.4694686426769437,3.8383942791635803,2.368925636486641,2.368925636486774,2.797744191513225,0.8467270323258129,0.39714728761411133,-3.114552216835279,7.852403489808827,0.003752595949363058
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3484,1622,1862,2006-08-06,2016-08-05,95.52317377259224,96.92507983173977,85.55304023623671,93.06532603073107,-9.970133536355528,-3.8597538010086803,1.401906059147521,7.51228579449436,6.110379735346847,5.721057235774595,2.224498164624855,2.571841742445046,0.010115912175305958,1.3611209494344267,10.080993522114763,0.16967935586870742
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3339,1622,1717,2006-08-06,2016-08-05,95.52317377259224,97.01769161809821,85.55304023623671,91.51467021345559,-9.970133536355528,-5.503021404642633,1.4945178455059676,5.961629977218877,4.467112131712895,4.366498161554438,1.9732962641616019,2.212794014187039,0.026911850156596067,0.49890855297026215,8.234087770138615,0.1418710557616064
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2772,1418,1354,2006-08-06,2016-08-05,95.5199333692028,97.10942098279504,85.07358444273665,94.1823918646458,-10.446348926466149,-2.927029118149244,1.5894876135922402,9.108807421909148,7.519319808316904,7.543606018790062,2.0753067820844837,3.634935366622326,0.00027805033567144356,3.4760794690327597,11.611132568547365,0.14171060721176465
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1622,705,917,2006-08-06,2011-03-13,95.5956973310545,95.46741683833284,85.31042674161174,85.7395642424642,-10.285270589442753,-9.72785259586862,-0.12828049272165742,0.4291375008524625,0.5574179935741324,0.8325030702101193,1.7662458787197624,0.4713404176849641,0.6373976571633675,-2.629275239922915,4.294281380343154,0.4068570635058376
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1164,591,573,2006-08-06,2016-08-05,95.54854731169227,95.92959517216435,73.69711086146299,88.48864068790319,-21.851436450229293,-7.440954484261187,0.38104786047207995,14.791529826440197,14.410481965968106,14.36410676144925,4.190055126866636,3.428142667944053,0.0006077259949579555,6.151749619553236,22.576463903345264,0.13827094147924734
P2,Placebo Kontrolle↔Kontrolle — Karlsruhe → Besigheim,placebo,Rhein/Neckar,— (beide Pegel unbehandelt),o2_saturation,%,Karlsruhe (Rhein),Besigheim,winter,nur Oktober–Mai,2011-08-06,2320,1176,1144,2006-10-01,2016-05-31,95.54805997989735,97.5626909743221,94.70151960609638,93.03033010693596,-0.8465403738009496,-4.532360867386135,2.014630994424749,-1.6711894991604197,-3.6858204935851857,-3.762799250515636,2.799054723645994,-1.3443107127302916,0.17884793283088063,-9.2488456996185,1.7232471985872264,0.11530406601182708
